Institution,Researcher Name,Associated Facilities,Research Areas,Research Chairs/Grant Funding,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Alternative Fuels,Autonomy and AI,Batteries and Fuel Cells,Biocomposites,Coatings and Corrosion,Connected Vehicles,Control,Crashworthiness,Electronics,Forming and Joining,High Strength Steel,Hybrid and Electric Vehicles,Industrial Processes,Injury Prevention,Internal Combustion Engines,Lightweight Metals,Mechatronics,Nanotechnology,Networks and Security,"Noise, Vibration and Harshness",Polymers and Composite Materials,Powertrain,Sensors,Software,Stress and Fracture,Transportation and Charging,Vehicle Design
McMaster University,"Emadi, Ali","Canadian Excellence Research Chair in Hybrid Powertrain Program
Green Auto Powertrain Project","Electric and hybrid powertrains, power electronics, electric motors.","Canada Excellence Research Chair in Hybrid Powertrain
NSERC (Automotive Partnership Canada): Next generation of afforable electric powertrains with superior energy efficiency and performance.
NSERC (Collaborative Research and Development Grants): Next generation high performance electrified automobile research and development through the ecoCAR 3 partnership program.
NSERC (Collaborative Research and Development Grants): Integrated power pack unit.
NSERC (Engage Grants Program): Advanced LEV electric drivetrain development.
Ontario Research Fund - Infrastructure: High-Performance Adaptable Electric and Hybrid Electric Vehicle Powertrain Dynamometer Facility.
Ontario Research Fund - Infrastructure: Virtual Electric and Hybrid Electric Vehicle Power Integration Lab (HEPIL).
Canadian Foundation for Innovation: High-Performance Adaptable Electric and Hybrid Electric Vehicle Powertrain Dynamometer Facility.
NSERC (Discovery Grants Program): Novel Switched Reluctance Propulsion Motor Drives for Electric and Hybrid Electric Powertrains. 
NSERC (Collaborative Research and Development Grants): Design and Development of a Novel Test Cell for Low-Voltage, High-Speed Interior Permanent Magnet Synchronous Machines. ",Powertrain,Hybrid and electric vehicles,Electronics,,,,,,,,,,,x,,,x,,,,,,,,Err:507,,x,,,,,
McMaster University,"Embury, J. David",Brockhouse Institute for Materials Research,"Deformation and fracture of metallic and composite materials, electron microscopy, metal matrix composites ultra high strength materials, formability of aluminum alloys and multiphase steels.",,Lightweight metals,Polymers and composite materials,High strength steel,Stress and fracture,,,,,,,,,,,,x,,,,,x,,,,Err:507,x,,,,x,,
McMaster University,"Goward, Gillian","Goward Research Group
Canada Excellence Research Chair in Hybrid Powertrain Program","Lithium-ion battery materials, lithium ion cells under operating conditions, advanced solid-state nuclear magnetic resonance (NMR) testing methods.","NSERC (Automotive Partnership Canada): In situ studies of electrochemical processes in automotive materials (lithium ion batteries).
NSERC (Strategic Projects): High Resolution in Situ Imaging and Inverse Modeling of Lithium Batteries. 
NSERC (Discovery Grants Program): Solid-State Magnetic Resonance Studies of Reaction Mechanisms and Ion Dynamics in Materials for Energy Storage and Conversion. ",Batteries and fuel cells,,,,,,,x,,,,,,,,,,,,,,,,,Err:507,,,,,,,
McMaster University,"Habibi, Saeid","Centre for Mechatronics and Hybrid Technologies
Green Auto Powertrain Project","Vehicle state estimation, combustion engine and electric battery fault detection, state of charge estimation, automotive tracking and control, mechatronics, electric battery modelling design and optimization.","NSERC/Ford Canada Senior Industrial Research Chair in Hybrid/Electric Vehicle (HEV) Powertrain Diagnostics
Automotive Partnership Canada: Condition monitoring of powertrain components in electrified vehicles.
NSERC (Collaborative Research and Development Grants): Development of a detection and diagnosis system for alternator and starter testing.
NSERC (Collaborative Research and Development Grants): Condition monitoring for electric and hybrid vehicle energy storage systems.
NSERC (Discovery Grants Program): Advanced Control of Dual Redundant Electro-Hydrostatic Actuator.
Ontario Research Fund - Infrastructure: High Speed Test Cell for Next Generation Electric and Hybrid Powertrain.
Canadian Foundation for Innovation: High Speed Test Cell for Next Generation Electric and Hybrid Powertrain.",Internal combustion engines,Batteries and fuel cells,Hybrid and electric vehicles,Mechatronics,Powertrain,,,x,,,,,,,,,x,,,x,,x,,,Err:507,,x,,,,,
McMaster University,"Hitchcock, Adam",Unknown.,"Fuel cells for automotive applications, analysis of advanced fuel cell materials, X-ray microscopy, inner shell spectroscopy.","Canada Research Chair in Material Research - CLS/CCRS
NSERC (Collaborative Research and Development Grants): STXM studies of novel fuel cell structures under various temperature and humidity conditions.",Batteries and fuel cells,,,,,,,x,,,,,,,,,,,,,,,,,Err:507,,,,,,,
McMaster University,"Hrymak, Andrew","Fraunhofer Project Centre @ Western
McMaster Manufacturing Research Institute (MMRI)
Brockhouse Institute for Materials Research","Polymer processing, reactive extrusion and molding, process analysis, design and optimization, computer simulation of polymer processing operations including mixing, die design, injection molding and liquid coating.",,Polymers and composite materials,Forming and joining,Coatings and corrosion,,,,,,,x,,,,,x,,,,,,,,,,Err:507,x,,,,,,
McMaster University,"Huang, Kai",McMaster Institute for Transportation and Logistics,"Electric vehicle charging network design, transportation network capacity expansion.",,Transportation and charging,,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,,,,x,
McMaster University,"Jain, Mukesh",Brockhouse Institute for Materials Research,"Materials manufacturing processes, metal forming, metallurgy, microscopy, formability, steel research, materials microstructural engineering, product design and manufacturing, automotive applications.",NSERC (Discovery Grants Program): Material microstructure and surface considerations in microforming of sheet materials.,Industrial processes,Forming and joining,Lightweight metals,High strength steel,,,,,,,,,,,x,x,,x,,,x,,,,Err:507,,,,,,,
McMaster University,"Jaskolka, Jason","McMaster Centre for Software Certification
Canadian Excellence Research Chair in Advanced Powertrain and Electric Vehicles","Modelling and analysis of covert communication channels, information security, behaviour, and knowledge in multi-agent systems, algebraic approaches to software engineering.",,Networks and security,Software,,,,,,,,,,,,,,,,,,,,,,x,Err:507,,,,x,,,
McMaster University,"Jiang, Weisheng (James)",Canadian Excellence Research Chair in Advanced Powertrain and Electric Vehicles,"Design of electric vehicle and hybrid electric vehicle powertrains, design of interior permanent magnet motors, design and control of switched reluctance motors, noise and vibration analysis of traction motors.",,Powertrain,Hybrid and electric vehicles,"Noise, vibration and harshness",,,,,,,,,,,,,,x,,,,,,,,Err:507,,x,,,,,
McMaster University,"Kim, Kyung-Tae (Emilio)",Canadian Excellence Research Chair in Advanced Powertrain and Electric Vehicles,"Characteristic analysis, design and control of electrical machines for industrial applications, fault diagnosis algorithms, fault tolerance design.",,Electronics,,,,,,,,,,,,,x,,,,,,,,,,,Err:507,,,,,,,
McMaster University,"Kirubarajan, Thia","Estimation, Tracking and Fusion Research Laboratory (ETFLab)","Sensor tracking and resource management, radar/image/sonar/signal processing.","Former Canada Research Chair in Information Fusion
NSERC (Department of National Defence/NSERC Research Partnership): Intelligent Forecasting and Anomaly Detection with Improved Tracking and Fusion. 
NSERC (Discovery Grants Program): Computationally Efficient Adaptive Spline Filters for Nonlinear State Estimation. ",Sensors,Connected vehicles,Autonomy and AI,,,,x,,,,x,,,,,,,,,,,,,,Err:507,,,x,,,,
McMaster University,"Kish, Joey",McMaster Steel Research Centre,"Corrosion prediction and protection of structural materials, corrosion performance of welded copper-lean extrusions for automotive exterior applications, stress corrosion cracking and corrosion fatigue resistance of structural lightweight magnesium alloys.",,Coatings and corrosion,Lightweight metals,Stress and fracture,,,,,,,x,,,,,,,,,,,x,,,,Err:507,,,,,x,,
McMaster University,"Kojori, Hassan","Honeywell
Canadian Excellence Research Chair in Advanced Powertrain and Electric Vehicles","Energy optimization and systems control, advanced electric power systems.",,Hybrid and electric vehicles,Powertrain,,,,,,,,,,,,,,,x,,,,,,,,Err:507,,x,,,,,
McMaster University,"Kollmeyer, Phillip",Canadian Excellence Research Chair in Advanced Powertrain and Electric Vehicles,"Design, modelling, fabrication and on road evaluation of electric vehicle drivetrains, energy storage, vehicle modelling, and drivetrain design.",,Vehicle design,Hybrid and electric vehicles,Powertrain,,,,,,,,,,,,,,x,,,,,,,,Err:507,,x,,,,,x
McMaster University,"Koshy, Philip","McMaster Manufacturing Research Institute (MMRI)
Brockhouse Institute for Materials Research","Cutting, grinding, electrical discharge machining (EDM) processes, unconventional applications of EDM, non-Newtonian fluids in machining, surface engineered cutting tools, cutting tool edge preparation techniques, process monitoring, modelling and simulation.",NSERC (Discovery Grants Program): Unconventional Applications of Electrical Discharge Machining.,Forming and joining,Industrial processes,,,,,,,,,,,,,x,,,x,,,,,,,Err:507,,,,,,,
McMaster University,"Lajunen, Antti",Canadian Excellence Research Chair in Advanced Powertrain and Electric Vehicles,"Modelling and simulation of hybrid and electric vehicles, vehicle thermal management.",,Hybrid and electric vehicles,Powertrain,,,,,,,,,,,,,,,x,,,,,,,,Err:507,,x,,,,,
McMaster University,"Lawford, Mark","McMaster Centre for Software Certification
Canadian Excellence Research Chair in Advanced Powertrain and Electric Vehicles
NECSIS","Software engineering, control of discrete event systems, software certification, safety critical real-time systems, computer aided inspection.","Canadian Foundation for Innovation: Laboratory Support for Model Driven Engineering of Software for Automotive Applications.
NSERC (Discovery Grants Program): Certification of Saftey-Critical Real-Time Systems. ",Software,Injury Prevention,,,,,,,,,,,,,,,,,x,,,,,,Err:507,,,,x,,,
McMaster University,"Maibaum, Tom","NECSIS
McMaster Centre for Software Certification","Software and system certification, model driven engineering for automotive applications.","Canada Research Chair in the Foundations of Software Engineering
NSERC (Automotive Partnership Canada): Network for engineering of complex, software intensive systems for automotive systems (NECSIS).
NSERC (Strategic Projects): Rigorous Automated  Implementation of Dependable Distributed Real-time Systems (RAIDR). 
NSERC (Discovery Grants Program): Software Architecture, Model Driven Development and Fault Tolerance. ",Software,Vehicle design,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,,x,,,x
McMaster University,"Mascher, Peter","Green Auto Powertrain Project
Canadian Excellence Research Chair in Advanced Powertrain and Electric Vehicles
Thin Film Laboratory","Spectroscopy, optoelectronics.",,Other,,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,,,,,
McMaster University,"McDermid, Joseph","McMaster Steel Research Centre
Brockhouse Institute for Materials Research","Treating lightweight steel to make it resistant to corrosion, advanced steels, zinc coatings.","NSERC/U.S. Steel Canada/Xstrata Zinc Industrial Research Chair in Zinc-Coated Advanced Steels
NSERC (Collaborative Research and Development Grants): Gas-jet wiping of continuous galvanized coatings.
NSERC (Discovery Grants Program): Effect of Selective Oxidation and Interfacial Reactions on the Reactive Wetting of Advanced Steels by the Continuous Galvanizing Bath.
Ontario Research Fund - Infrastructure: Galvanizing Simulator Upgrade for NSERC-USSC IRC
Canadian Foundation for Innovation: Galvanizing Simulator Upgrade for NSERC-USSC IRC",Lightweight metals,High strength steel,Coatings and corrosion,,,,,,,x,,,,,,x,,,,,x,,,,Err:507,,,,,,,
McMaster University,"Mohamed, Moataz",McMaster Institute for Transportation and Logistics,"Perception and attitude measures on transportation, electrification of transit, electric vehicle adoption, sustainable mobility.",,Transportation and charging,,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,,,,x,
McMaster University,"Nye, Tim",McMaster Manufacturing Research Institute (MMRI),"Manufacturing processes and systems, improving manufacturing systems, algorithms for the minimizing of sheet material waste, open die forging.",,Industrial processes,Forming and joining,,,,,,,,,,,,,x,,,x,,,,,,,Err:507,,,,,,,
McMaster University,"Pantelic, Vera","McMaster Centre for Software Certification
Canadian Excellence Research Chair in Advanced Powertrain and Electric Vehicles","Development and certification of safety-critical softwares systems, model-based development, and supervisory control of discrete event systems.",,Software,Injury Prevention,Powertrain,,,,,,,,,,,,,,,,x,,,,,,Err:507,,x,,x,,,
McMaster University,"Petric, Tony",Brockhouse Institute for Materials Research,"High temperature electronics, thermodynamics of oxide solutions, fuel cells, batteries.",,Electronics,Batteries and fuel cells,,,,,,x,,,,,,x,,,,,,,,,,,Err:507,,,,,,,
McMaster University,"Phillion, Andre",McMaster Steel Research Centre,"Advanced solidification processes for ferrous and light metal alloys, modelling and 3D imaging of materials processes and defects.",,Lightweight metals,High strength steel,,,,,,,,,,,,,,x,,,,,x,,,,Err:507,,,,,,,
McMaster University,"Potvin, James",Potvin Biomechanics Inc. ,"Joint mechanics and stability during load handling, measurement of muscle fatigue during repetitive tasks, ergonomic methods to quantify injury risk in the workplace, working with automotive manufacturers to improve methods to use work simulation, digital human models and virtual reality for the proactive assessment of manufacturing systems designs.",Automotive Partnership Canada: Improving automotive manufacturing design and ergonomics through work simulation and digital human modeling.,Injury Prevention,Industrial processes,,,,,,,,,,,,,,,,x,x,,,,,,Err:507,,,,,,,
McMaster University,"Purdy, Gary",Brockhouse Institute for Materials Research,"Reaction and diffusion in thin films, phase transformations in steels, cast irons, light alloys, machinability of materials.",,High strength steel,Lightweight metals,Forming and joining,,,,,,,,,,,,x,x,,,,,x,,,,Err:507,,,,,,,
McMaster University,"Razavi, Saiedeh",Canadian Excellence Research Chair in Advanced Powertrain and Electric Vehicles,"Sensing, automation, information technology, and intelligent systems with applications in transportation and infrastructure management. ",,Sensors,Autonomy and AI,Transportation and charging,,,,x,,,,,,,,,,,,,,,,,,Err:507,,,x,,,x,
McMaster University,"Schofield, Nigel",Canadian Excellence Research Chair in Advanced Powertrain and Electric Vehicles,"Electromagnetic powertrains for electric and hybrid-electric vehicles, the vehicular application of electro-chemical and electro-static energy sources, hydrogen fuel cell systems, and industrial applications of electro-magnetic devices.",,Powertrain,Hybrid and electric vehicles,Batteries and fuel cells,Industrial processes,Electronics,,,x,,,,,,x,,,x,x,,,,,,,Err:507,,x,,,,,
McMaster University,"Shankar, Sumanth",Unknown.,"Metal casting, semi-solid metal casting, molten metal cleaning and processing, aluminum and magnesium alloy development, casting process development, die tool material development.",NSERC (Automotive Partnership Canada): Evaluation and development of enabling technologies for lightweight automotive structural cast components with wrought aluminum and high performance magnesium alloys.,Forming and joining,Lightweight metals,,,,,,,,,,,,,x,,,,,,x,,,,Err:507,,,,,,,
McMaster University,"Sirouspour, Shahin",Canadian Excellence Research Chair in Advanced Powertrain and Electric Vehicles,"Robotics and control systems, robotic control, developing systems for vehicular and robotic applications.",,Control,Vehicle design,,,,,,,,,,x,,,,,,,,,,,,,Err:507,,,,,,,x
